Catalogue No,Unit no,Song no,note sequence,note types,,,,,,,,,,,,,,,
ML249399661,1,1,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
,1,2,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
,1,3,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
ML212330431,1,4,abbbbbbbbbccc,a,b,b,b,b,b,b,b,b,b,c,c,c,,,
,1,5,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
,1,6,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
,1,7,abbbbbbbbccc,a,b,b,b,b,b,b,b,b,c,c,c,,,,
ML237400,2,8,ddddddddeeeeee,d,d,d,d,d,d,d,d,e,e,e,e,e,e,,
,2,9,dddddddeeeee,d,d,d,d,d,d,d,e,e,e,e,e,,,,
,2,10,ddddddddeeeee,d,d,d,d,d,d,d,d,e,e,e,e,e,,,
,2,11,ddddddeeeeee,d,d,d,d,d,d,e,e,e,e,e,e,,,,
,2,12,ddddddddeeee,d,d,d,d,d,d,d,d,e,e,e,e,,,,
,2,13,ddddddddeeeee,d,d,d,d,d,d,d,d,e,e,e,e,e,,,
,2,14,ddddddeeeee,d,d,d,d,d,d,e,e,e,e,e,,,,,
,2,15,ddddddddeeeee,d,d,d,d,d,d,d,d,e,e,e,e,e,,,
,2,16,dddddddeeeee,d,d,d,d,d,d,d,e,e,e,e,e,,,,
ML237279,3,17,dddddddddccc,d,d,d,d,d,d,d,d,d,c,c,c,,,,
,3,18,ddddddddddddcccc,d,d,d,d,d,d,d,d,d,d,d,d,c,c,c,c
,3,19,ddddddddcccc,d,d,d,d,d,d,d,d,c,c,c,c,,,,
,3,20,ddddddddccccc,d,d,d,d,d,d,d,d,c,c,c,c,c,,,
,3,21,ddddddddccccc,d,d,d,d,d,d,d,d,c,c,c,c,c,,,
,3,22,abbbbbccccccc,a,b,b,b,b,b,c,c,c,c,c,c,c,,,
,3,23,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,24,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,25,ghhheeeeeee,g,h,h,h,e,e,e,e,e,e,e,,,,,
,3,26,ghhhheeeeee,g,h,h,h,h,e,e,e,e,e,e,,,,,
,3,27,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,28,ghhhheeeeee,g,h,h,h,h,e,e,e,e,e,e,,,,,
,3,29,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,30,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,31,ghhhheeeeee,g,h,h,h,h,e,e,e,e,e,e,,,,,
,3,32,ghhhheeeeee,g,h,h,h,h,e,e,e,e,e,e,,,,,
,3,33,ghhheeeeeee,g,h,h,h,e,e,e,e,e,e,e,,,,,
,3,34,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,35,ghhhhheeeeee,g,h,h,h,h,h,e,e,e,e,e,e,,,,
,3,36,ghhheeeeeeee,g,h,h,h,e,e,e,e,e,e,e,e,,,,
,3,37,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
,3,38,ghhhheeeeeee,g,h,h,h,h,e,e,e,e,e,e,e,,,,
XC437525,4,39,gbbbbbbbiiijj,g,b,b,b,b,b,b,b,i,i,i,j,j,,,
,4,40,gbbbbbbbbiijjj,g,b,b,b,b,b,b,b,b,i,i,j,j,j,,
,4,41,gbbbbbbbiijjj,g,b,b,b,b,b,b,b,i,i,j,j,j,,,
,4,42,gbbbbbbbiijjj,g,b,b,b,b,b,b,b,i,i,j,j,j,,,
,4,43,bbbbbbbbiijjj,b,b,b,b,b,b,b,b,i,i,j,j,j,,,
,4,44,gbbbbbbbiiijj,g,b,b,b,b,b,b,b,i,i,i,j,j,,,
,4,45,gbbbbbbbiiiiiij,g,b,b,b,b,b,b,b,i,i,i,i,i,i,j,
,4,46,gbbbbbbbbiijjj,g,b,b,b,b,b,b,b,b,i,i,j,j,j,,
,4,47,bbbbbbiiijj,b,b,b,b,b,b,i,i,i,j,j,,,,,
,4,48,gbbbbbbbiiijj,g,b,b,b,b,b,b,b,i,i,i,j,j,,,
,4,49,gbbbbbbbbiijjj,g,b,b,b,b,b,b,b,b,i,i,j,j,j,,
,4,50,gbbbbbbbiiijjj,g,b,b,b,b,b,b,b,i,i,i,j,j,j,,
